Category,category image name,Level,Filename,English,fr,nl,de,it,es,ru,ko,zh-CN,ja
people,CategoryPeople.png,2,mother.jpg,mother,mère,moeder,Mutter,madre,madre,мать,어머니,母亲,母親
people,CategoryPeople.png,2,father.jpg,father,père,vader,Vater,padre,padre,отец,아버지,父亲,父親
people,CategoryPeople.png,2,child.jpg,child,enfant,kind,Kind,bambino,niño,ребенок,어린이,孩子,子供
people,CategoryPeople.png,2,son.jpg,son,fils,zoon,Sohn,figlio,hijo,сын,아들,儿子,息子
people,CategoryPeople.png,2,daughter.jpg,daughter,fille,dochter,Tochter,figlia,hija,дочь,딸,女儿,娘
people,CategoryPeople.png,2,brother.jpg,brother,frère,broer,Bruder,fratello,hermano,брат,형제,兄弟,兄弟
people,CategoryPeople.png,2,sister.jpg,sister,sœur,zus,Schwester,sorella,hermana,сестра,자매,姐姐,妹
people,CategoryPeople.png,2,grandparent.jpg,grandparent,grand-parent,grootouder,Großeltern,nonno,abuelo,дедушка и бабушка,조부모,祖父母,祖父母
people,CategoryPeople.png,2,grandmother.jpg,grandmother,grand-mère,grootmoeder,Großmutter,nonna,abuela,бабушка,할머니,祖母,祖母
people,CategoryPeople.png,2,grandfather.jpg,grandfather,grand-père,grootvader,Großvater,nonno,abuelo,дедушка,할아버지,祖父,祖父
people,CategoryPeople.png,2,grandchild.jpg,grandchild,petit enfant,kleinkind,Enkel,nipote,nieto,внук,손자,孙子,孫
people,CategoryPeople.png,2,grandson.jpg,grandson,petit fils,kleinzoon,Enkel,nipote,nieto,внук,손자,孙子,孫
people,CategoryPeople.png,2,granddaughter.jpg,granddaughter,petite fille,kleindochter,Enkelin,nipotina,nieta,внучка,손녀,孙女,孫娘
people,CategoryPeople.png,2,uncle.jpg,uncle,oncle,oom,Onkel,zio,tío,дядя,삼촌,叔叔,叔父
people,CategoryPeople.png,2,aunt.jpg,aunt,tante,tante,Tante,zia,tía,тетя,이모,阿姨,叔母
people,CategoryPeople.png,2,nephew.jpg,nephew,neveu,neef,Neffe,nipote,sobrino,племянник,조카,侄子,甥
people,CategoryPeople.png,2,niece.jpg,niece,nièce,nicht,Nichte,nipote,sobrina,племянница,조카,侄女,姪
people,CategoryPeople.png,2,cousin.jpg,cousin,cousin,neef,Cousin,cugino,primo,двоюродный брат,사촌,表哥,いとこ
people,CategoryPeople.png,2,husband.jpg,husband,mari,echtgenoot,Ehemann,marito,marido,муж,남편,丈夫,夫
people,CategoryPeople.png,2,wife.jpg,wife,épouse,vrouw,Gattin,moglie,esposa,жена,부인,妻子,妻
people,CategoryPeople.png,2,partner.jpg,partner,partenaire,partner,Partner,partner,pareja,партнер,파트너,伙伴,パートナー
people,CategoryPeople.png,2,friend.jpg,friend,ami,vriend,Freund,amico,amigo,друг,친구,朋友,友人
people,CategoryPeople.png,2,enemy.jpg,enemy,ennemi,vijand,Feind,nemico,enemigo,враг,적,敌人,敵
people,CategoryPeople.png,2,neighbor.jpg,neighbor,voisin,buurman,Nachbar,vicino,vecino,сосед,이웃,邻居,近所の人
people,CategoryPeople.png,2,colleague.jpg,colleague,collègue,collega,Kollege,collega,colega,коллега,동료,同事,同僚
people,CategoryPeople.png,2,boss.jpg,boss,chef,baas,Chef,capo,jefe,босс,사장,老板,ボス
people,CategoryPeople.png,2,employee.jpg,employee,employé,medewerker,Mitarbeiter,dipendente,empleado,сотрудник,직원,员工,従業員
people,CategoryPeople.png,2,student.jpg,student,étudiant,student,Student,studente,alumno,студент,학생,学生,学生
people,CategoryPeople.png,2,teacher.jpg,teacher,professeur,docent,Lehrer,insegnante,maestro,учитель,선생님,老师,教師
people,CategoryPeople.png,2,nurse.jpg,nurse,infirmière,verpleegkundige,Krankenschwester,infermiera,enfermero,медсестра,간호사,护士,看護師
people,CategoryPeople.png,2,police_officer.jpg,police officer,policier,politieagent,Polizist,ufficiale di polizia,oficial de policia,полицейский,경찰관,警官,警察官
people,CategoryPeople.png,2,firefighter.jpg,firefighter,pompier,brandweerman,Feuerwehrmann,pompiere,bombero,пожарный,소방관,消防队员,消防士
people,CategoryPeople.png,2,soldier.jpg,soldier,soldat,soldaat,Soldat,soldato,soldado,солдат,군인,士兵,兵士
people,CategoryPeople.png,2,artist.jpg,artist,artiste,artiest,Künstler,artista,artista,художник,아티스트,艺术家,アーティスト
people,CategoryPeople.png,2,musician.jpg,musician,musicien,muzikant,Musiker,musicista,músico,музыкант,음악가,音乐家,ミュージシャン
people,CategoryPeople.png,2,writer.jpg,writer,écrivain,schrijver,Schriftsteller,scrittore,escritor,писатель,작가,作家,ライター
people,CategoryPeople.png,2,actor.jpg,actor,acteur,acteur,Schauspieler,attore,actor,актер,배우,演员,俳優
people,CategoryPeople.png,2,singer.jpg,singer,chanteur,zanger,Sänger,cantante,cantante,певец,가수,歌手,歌手
people,CategoryPeople.png,2,dancer.jpg,dancer,danseur,danser,Tänzer,ballerino,bailarín,танцор,춤추는 사람,舞蹈家,ダンサー
people,CategoryPeople.png,2,athlete.jpg,athlete,athlète,atleet,Athlet,atleta,atleta,спортсмен,운동 선수,运动员,アスリート
people,CategoryPeople.png,2,scientist.jpg,scientist,scientifique,wetenschapper,Wissenschaftler,scienziato,científico,учёный,과학자,科学家,科学者
sports,CategorySports.png,6,soccer.jpg,soccer,football,voetbal,Fußball,calcio,fútbol,футбольный,축구,足球,サッカー
sports,CategorySports.png,6,baseball.jpg,baseball,base-ball,honkbal,Baseball,baseball,béisbol,бейсбол,야구,棒球,野球
sports,CategorySports.png,6,volleyball.jpg,volleyball,volley-ball,volleybal,Volleyball,pallavolo,voleibol,волейбол,배구,排球,バレーボール
sports,CategorySports.png,6,rugby.jpg,rugby,rugby,rugby,Rugby,rugby,rugby,регби,럭비,橄榄球,ラグビー
sports,CategorySports.png,6,cricket.jpg,cricket,cricket,krekel,Kricket,cricket,cricket,крикет,크리켓,蟋蟀,クリケット
sports,CategorySports.png,6,hockey.jpg,hockey,hockey,hockey,Eishockey,hockey,hockey,хоккей,하키,曲棍球,ホッケー
sports,CategorySports.png,6,ice_hockey.jpg,ice hockey,hockey sur glace,ijshockey,Eishockey,hockey su ghiaccio,hockey sobre hielo,хоккей с шайбой,아이스 하키,冰球,アイスホッケー
sports,CategorySports.png,6,table_tennis.jpg,table tennis,tennis de table,tafeltennis,Tischtennis,ping-pong,tenis de mesa,настольный теннис,탁구,乒乓球,卓球
sports,CategorySports.png,6,boxing.jpg,boxing,boxe,boksen,Boxen,boxe,boxeo,бокс,권투,拳击,ボクシング
sports,CategorySports.png,6,wrestling.jpg,wrestling,lutte,worstelen,Ringen,lotta,lucha,борьба,레슬링,摔角,レスリング
sports,CategorySports.png,6,martial_arts.jpg,martial arts,arts martiaux,vechtsporten,Kampfkunst,arti marziali,artes marciales,боевые искусства,무술,武术,武道
sports,CategorySports.png,6,karate.jpg,karate,karaté,karate,Karate,karatè,kárate,каратэ,카라테,空手道,空手
sports,CategorySports.png,6,judo.jpg,judo,judo,judo,Judo,judo,judo,дзюдо,유도,柔道,柔道
sports,CategorySports.png,6,taekwondo.jpg,taekwondo,taekwondo,taekwondo,Taekwondo,taekwondo,taekwondo,тхэквондо,태권도,跆拳道,テコンドー
sports,CategorySports.png,6,diving.jpg,diving,plongée,duiken,Tauchen,immersione,buceo,дайвинг,다이빙,潜水,ダイビング
sports,CategorySports.png,6,surfing.jpg,surfing,surf,surfen,Surfen,surf,surf,серфинг,서핑,冲浪,サーフィン
sports,CategorySports.png,6,sailing.jpg,sailing,voile,zeilen,Segeln,navigazione,navegación,парусный спорт,범주,航行,セーリング
sports,CategorySports.png,6,rowing.jpg,rowing,aviron,roeien,Rudern,canottaggio,remo,гребля,로잉,划船,漕ぐ
sports,CategorySports.png,6,running.jpg,running,en cours d'exécution,rennen,läuft,corsa,correr,бег,달리기,跑步,走っている
sports,CategorySports.png,6,marathon.jpg,marathon,marathon,marathon,Marathon,maratona,maratón,марафон,마라톤,马拉松,マラソン
sports,CategorySports.png,6,sprinting.jpg,sprinting,sprinter,sprinten,Sprinten,sprint,corriendo,спринт,전력 질주,短跑,全力疾走
sports,CategorySports.png,6,jumping.jpg,jumping,sauter,springen,Springen,saltando,saltando,прыжки,점프,跳跃,ジャンプする
sports,CategorySports.png,6,throwing.jpg,throwing,lancement,gooien,werfen,lancio,lanzamiento,бросание,던지기,投掷,投げる
sports,CategorySports.png,6,weightlifting.jpg,weightlifting,haltérophilie,gewichtheffen,Gewichtheben,sollevamento pesi,levantamiento de pesas,тяжелая атлетика,역도,举重,重量挙げ
sports,CategorySports.png,6,gymnastics.jpg,gymnastics,gymnastique,gymnastiek,Gymnastik,ginnastica,gimnasia,гимнастика,체조,体操,体操
sports,CategorySports.png,6,snowboarding.jpg,snowboarding,faire du snowboard,snowboarden,Snowboarden,snowboard,snowboard,сноуборд,스노보드,单板滑雪,スノーボード
sports,CategorySports.png,6,skating.jpg,skating,patinage,het schaatsen,Skaten,pattinaggio,patinaje,катание на коньках,스케이팅,溜冰,スケート
sports,CategorySports.png,6,ice_skating.jpg,ice skating,patinage sur glace,schaatsen,Eislaufen,Pattinaggio sul ghiaccio,patinaje sobre hielo,катание на коньках,아이스 스케이팅,溜冰,アイススケート
sports,CategorySports.png,6,roller_skating.jpg,roller skating,patinage à roulettes,rolschaatsen,Rollschuhlaufen,pattinaggio a rotelle,patinaje sobre ruedas,катание на роликах,롤러 스케이트,轮滑,ローラースケート
sports,CategorySports.png,6,skateboarding.jpg,skateboarding,faire de la planche à roulettes,skateboarden,Skateboarden,skateboard,patinar,скейтбординг,스케이트보드,滑板,スケートボード
sports,CategorySports.png,6,archery.jpg,archery,tir à l'arc,boogschieten,Bogenschießen,tiro con l'arco,tiro al arco,стрельба из лука,양궁,射箭,アーチェリー
sports,CategorySports.png,6,fencing.jpg,fencing,escrime,hekwerk,Fechten,scherma,esgrima,фехтование,펜싱,击剑,フェンシング
sports,CategorySports.png,6,equestrian.jpg,equestrian,équestre,ruiter,Reiter,equestre,ecuestre,конный спорт,승마자,马术的,馬術
sports,CategorySports.png,6,horse_racing.jpg,horse racing,course de chevaux,paardenrennen,Pferderennen,corse di cavalli,carreras de caballos,скачки,경마,赛马,競馬
sports,CategorySports.png,6,motor_racing.jpg,motor racing,course automobile,motorracen,Rennsport,corse automobilistiche,automovilismo,автогонки,자동차 경주,赛车,自動車レース
sports,CategorySports.png,6,billiards.jpg,billiards,billard,biljart,Billard,biliardo,billar,бильярд,당구,台球,ビリヤード
sports,CategorySports.png,6,snooker.jpg,snooker,billard,snookeren,Snooker,biliardo,snooker,снукер,스누커,斯诺克,スヌーカー
sports,CategorySports.png,6,darts.jpg,darts,fléchettes,darts,Darts,freccette,dardos,дартс,다트,飞镖,ダーツ
sports,CategorySports.png,6,bowling.jpg,bowling,bowling,bowling,Bowling,bowling,bolos,боулинг,볼링,保龄球,ボーリング
sports,CategorySports.png,6,chess.jpg,chess,échecs,schaken,Schach,scacchi,ajedrez,шахматы,체스,棋,チェス
sports,CategorySports.png,6,poker.jpg,poker,poker,poker,Poker,poker,póker,покер,포커,扑克,ポーカー
transport,CategoryTransport.png,6,taxi.jpg,taxi,Taxi,taxi,Taxi,Taxi,Taxi,такси,택시,出租车,タクシー
transport,CategoryTransport.png,6,bus.jpg,bus,bus,bus,Bus,autobus,autobús,автобус,버스,公共汽车,バス
transport,CategoryTransport.png,6,coach.jpg,coach,entraîneur,coach,Trainer,allenatore,entrenador,тренер,코치,教练,コーチ
transport,CategoryTransport.png,6,minibus.jpg,minibus,minibus,minibus,Kleinbus,minibus,microbús,микроавтобус,소형 버스,小巴,ミニバス
transport,CategoryTransport.png,6,van.jpg,van,van,busje,Transporter,furgone,furgoneta,фургон,봉고차,货车,バン
transport,CategoryTransport.png,6,truck.jpg,truck,camion,vrachtwagen,LKW,camion,camión,грузовик,트럭,卡车,トラック
transport,CategoryTransport.png,6,lorry.jpg,lorry,camion,vrachtwagen,LKW,camion,camión,грузовик,사륜 짐마차,货车,トラック
transport,CategoryTransport.png,6,motorcycle.jpg,motorcycle,moto,motorfiets,Motorrad,motociclo,motocicleta,мотоцикл,오토바이,摩托车,オートバイ
transport,CategoryTransport.png,6,scooter.jpg,scooter,scooter,scooter,Roller,scooter,scooter,скутер,스쿠터,小型摩托车,スクーター
transport,CategoryTransport.png,6,moped.jpg,moped,vélomoteur,bromfiets,Moped,ciclomotore,ciclomotor,мопед,모터 달린 자전거,轻便摩托车,原付
transport,CategoryTransport.png,6,tricycle.jpg,tricycle,tricycle,driewieler,Dreirad,triciclo,triciclo,трехколесный велосипед,세발자전거,三轮车,三輪車
transport,CategoryTransport.png,6,unicycle.jpg,unicycle,monocycle,eenwieler,Einrad,monociclo,monociclo,одноколесный велосипед,외발자전거,独轮车,一輪車
transport,CategoryTransport.png,6,skateboard.jpg,skateboard,skateboard,skateboard,Skateboard,skateboard,monopatín,скейтборд,스케이트보드,滑板,スケートボード
transport,CategoryTransport.png,6,roller_skates.jpg,roller skates,patins à roulettes,rolschaatsen,Rollschuhe,pattini a rotelle,patines,роликовые коньки,롤러 스케이트,溜冰鞋,ローラースケート
transport,CategoryTransport.png,6,subway.jpg,subway,métro,metro,U-Bahn,metropolitana,metro,метро,지하철,地铁,地下鉄
transport,CategoryTransport.png,6,metro.jpg,metro,métro,metro,Metro,metropolitana,metro,метро,지하철,地铁,地下鉄
transport,CategoryTransport.png,6,underground.jpg,underground,souterrain,ondergronds,unterirdisch,metropolitana,subterráneo,под землей,지하철,地下,地下
transport,CategoryTransport.png,6,tram.jpg,tram,tram,tram,Tram,tram,tranvía,трамвай,시가 전차,电车,トラム
transport,CategoryTransport.png,6,trolleybus.jpg,trolleybus,trolleybus,trolleybus,Obus,filobus,trolebús,троллейбус,무궤도 전차,电车,トロリーバス
transport,CategoryTransport.png,6,monorail.jpg,monorail,monorail,monorail,Einschienenbahn,monorotaia,monocarril,монорельс,모노레일,单轨铁路,モノレール
transport,CategoryTransport.png,6,cable_car.jpg,cable car,téléphérique,kabelbaan,Seilbahn,funivia,teleférico,канатная дорога,케이블 카,缆车,ケーブルカー
transport,CategoryTransport.png,6,airplane.jpg,airplane,avion,vliegtuig,Flugzeug,aereo,avión,самолет,비행기,飞机,飛行機
transport,CategoryTransport.png,6,helicopter.jpg,helicopter,hélicoptère,helikopter,Hubschrauber,elicottero,helicóptero,вертолет,헬리콥터,直升机,ヘリコプター
transport,CategoryTransport.png,6,glider.jpg,glider,planeur,zweefvliegtuig,Segelflugzeug,aliante,planeador,планер,글라이더,滑翔机,グライダー
transport,CategoryTransport.png,6,hot_air_balloon.jpg,hot air balloon,montgolfière,hete luchtballon,Heißluftballon,mongolfiera,globo aerostático,воздушный шар,열기구,热气球,熱気球
transport,CategoryTransport.png,6,blimp.jpg,blimp,dirigeable,luchtballon,Luftschiff,dirigibile,dirigible,дирижабль,소형 연식 비행선,飞艇,飛行船
transport,CategoryTransport.png,6,spaceship.jpg,spaceship,vaisseau spatial,ruimteschip,Raumschiff,astronave,astronave,космический корабль,우주선,飞船,宇宙船
transport,CategoryTransport.png,6,rocket.jpg,rocket,fusée,raket,Rakete,razzo,cohete,ракета,로켓,火箭,ロケット
transport,CategoryTransport.png,6,satellite.jpg,satellite,satellite,satelliet,Satellit,satellitare,satélite,спутник,위성,卫星,衛星
transport,CategoryTransport.png,6,ship.jpg,ship,bateau,schip,Schiff,nave,barco,корабль,배,船,船
transport,CategoryTransport.png,6,ferry.jpg,ferry,traversier,veerboot,Fähre,traghetto,transportar,перевозить,나룻배,渡船,フェリー
transport,CategoryTransport.png,6,yacht.jpg,yacht,yacht,jacht,Yacht,yacht,yate,яхта,요트,游艇,ヨット
transport,CategoryTransport.png,6,speedboat.jpg,speedboat,vedette,speedboot,Schnellboot,motoscafo,lancha rápida,быстроходный катер,쾌속정,快艇,スピードボート
transport,CategoryTransport.png,6,sailboat.jpg,sailboat,voilier,zeilboot,Segelboot,barca a vela,velero,парусник,요트,帆船,ヨット
transport,CategoryTransport.png,6,canoe.jpg,canoe,canoë,kano,Kanu,canoa,canoa,каноэ,카누,独木舟,カヌー
transport,CategoryTransport.png,6,kayak.jpg,kayak,kayak,kajak,Kajak,kayak,kayac,каяк,카약,皮艇,カヤック
transport,CategoryTransport.png,6,raft.jpg,raft,radeau,vlot,Floß,zattera,balsa,плот,뗏목,筏,ラフト
transport,CategoryTransport.png,6,submarine.jpg,submarine,sous-marin,onderzeeër,U-Boot,sottomarino,submarino,подводная лодка,잠수함,潜艇,潜水艦
transport,CategoryTransport.png,6,hovercraft.jpg,hovercraft,aéroglisseur,hovercraft,Hovercraft,hovercraft,aerodeslizador,судно на воздушной подушке,호버크라프트,气垫船,ホバークラフト
transport,CategoryTransport.png,6,tractor.jpg,tractor,tracteur,tractor,Traktor,trattore,tractor,трактор,트랙터,拖拉机,トラクター
transport,CategoryTransport.png,6,bulldozer.jpg,bulldozer,bulldozer,bulldozer,Bulldozer,bulldozer,excavadora,бульдозер,불도저,推土机,ブルドーザー
transport,CategoryTransport.png,6,excavator.jpg,excavator,excavatrice,graafmachine,Bagger,escavatore,excavador,экскаватор,굴착기,挖掘机,掘削機
transport,CategoryTransport.png,6,crane.jpg,crane,grue,kraan,Kran,gru,grúa,кран,기중기,起重机,クレーン
transport,CategoryTransport.png,6,forklift.jpg,forklift,chariot élévateur,vorkheftruck,Gabelstapler,carrello elevatore,máquina elevadora,вилочный погрузчик,지게차,叉车,フォークリフト
transport,CategoryTransport.png,6,ambulance.jpg,ambulance,ambulance,ambulance,Krankenwagen,ambulanza,ambulancia,машина скорой помощи,구급차,救护车,救急車
Nature & Environment,CategoryNature.png,8,sun.jpg,sun,soleil,zon,Sonne,sole,sol,солнце,해,太阳,太陽
Nature & Environment,CategoryNature.png,8,planet.jpg,planet,planète,planeet,Planet,pianeta,planeta,планета,행성,行星,惑星
Nature & Environment,CategoryNature.png,8,sky.jpg,sky,ciel,lucht,Himmel,cielo,cielo,небо,하늘,天空,空
Nature & Environment,CategoryNature.png,8,cloud.jpg,cloud,nuage,wolk,Wolke,nuvola,nube,облако,구름,云,雲
Nature & Environment,CategoryNature.png,8,rain.jpg,rain,pluie,regen,Regen,piovere,lluvia,дождь,비,雨,雨
Nature & Environment,CategoryNature.png,8,snow.jpg,snow,neige,sneeuw,Schnee,nevicare,nieve,снег,눈,雪,雪
Nature & Environment,CategoryNature.png,8,wind.jpg,wind,vent,wind,Wind,vento,viento,ветер,바람,风,風
Nature & Environment,CategoryNature.png,8,storm.jpg,storm,tempête,storm,Sturm,tempesta,tormenta,шторм,폭풍,风暴,嵐
Nature & Environment,CategoryNature.png,8,lightning.jpg,lightning,foudre,bliksem,Blitz,fulmine,iluminación,молния,번개,闪电,稲妻
Nature & Environment,CategoryNature.png,8,thunder.jpg,thunder,tonnerre,donder,Donner,tuono,trueno,гром,우뢰,雷,雷
Nature & Environment,CategoryNature.png,8,fog.jpg,fog,brouillard,mist,Nebel,nebbia,niebla,туман,안개,多雾路段,霧
Nature & Environment,CategoryNature.png,8,water.jpg,water,eau,water,Wasser,acqua,agua,вода,물,水,水
Nature & Environment,CategoryNature.png,8,ocean.jpg,ocean,océan,oceaan,Ozean,oceano,océano,океан,대양,海洋,海
Nature & Environment,CategoryNature.png,8,stream.jpg,stream,flux,stroom,Strom,flusso,arroyo,транслировать,개울,溪流,ストリーム
Nature & Environment,CategoryNature.png,8,waterfall.jpg,waterfall,cascade,waterval,Wasserfall,cascata,cascada,водопад,폭포,瀑布,滝
Nature & Environment,CategoryNature.png,8,sand.jpg,sand,sable,zand,Sand,sabbia,arena,песок,모래,沙,砂
Nature & Environment,CategoryNature.png,8,island.jpg,island,île,eiland,Insel,isola,isla,остров,섬,岛,島
Nature & Environment,CategoryNature.png,8,mountain.jpg,mountain,montagne,berg,Berg,montagna,montaña,гора,산,山,山
Nature & Environment,CategoryNature.png,8,hill.jpg,hill,colline,heuvel,hügel,collina,colina,холм,언덕,爬坡道,丘
Nature & Environment,CategoryNature.png,8,valley.jpg,valley,vallée,vallei,Schlucht,valle,valle,долина,골짜기,谷,谷
Nature & Environment,CategoryNature.png,8,cave.jpg,cave,grotte,grot,Höhle,grotta,cueva,пещера,동굴,洞穴,洞窟
Nature & Environment,CategoryNature.png,8,rock.jpg,rock,rocher,steen,Felsen,roccia,roca,камень,바위,岩石,ロック
Nature & Environment,CategoryNature.png,8,stone.jpg,stone,pierre,steen,Stein,calcolo,piedra,камень,결석,石头,石
Nature & Environment,CategoryNature.png,8,soil.jpg,soil,sol,bodem,Boden,suolo,suelo,земля,토양,土壤,土壌
Nature & Environment,CategoryNature.png,8,earth.jpg,earth,Terre,aarde,Erde,terra,tierra,земля,지구,地球,地球
Nature & Environment,CategoryNature.png,8,ground.jpg,ground,sol,grond,Boden,terra,suelo,земля,지면,地面,地面
Nature & Environment,CategoryNature.png,8,flower.jpg,flower,fleur,bloem,Blume,fiore,flor,цветок,꽃,花,花
Nature & Environment,CategoryNature.png,8,leaf.jpg,leaf,feuille,blad,Blatt,foglia,hoja,лист,잎,叶子,葉
Nature & Environment,CategoryNature.png,8,branch.jpg,branch,bifurquer,tak,Zweig,ramo,rama,ветвь,나뭇가지,分支,支店
Nature & Environment,CategoryNature.png,8,root.jpg,root,racine,wortel,Wurzel,radice,raíz,корень,뿌리,根,根
Nature & Environment,CategoryNature.png,8,forest.jpg,forest,forêt,woud,Wald,foresta,bosque,лес,숲,森林,森
Nature & Environment,CategoryNature.png,8,wood.jpg,wood,bois,hout,Holz,legna,madera,древесина,목재,木头,木材
Nature & Environment,CategoryNature.png,8,jungle.jpg,jungle,jungle,oerwoud,Dschungel,giungla,selva,джунгли,밀림,丛林,ジャングル
Nature & Environment,CategoryNature.png,8,desert.jpg,desert,désert,woestijn,Wüste,deserto,desierto,пустыня,사막,沙漠,砂漠
Nature & Environment,CategoryNature.png,8,spring.jpg,spring,printemps,lente,Frühling,primavera,primavera,весна,봄,春天,春
Nature & Environment,CategoryNature.png,8,summer.jpg,summer,été,zomer,Sommer,estate,verano,лето,여름,夏天,夏
Nature & Environment,CategoryNature.png,8,autumn.jpg,autumn,automne,herfst,Herbst,autunno,otoño,осень,가을,秋天,秋
Nature & Environment,CategoryNature.png,8,winter.jpg,winter,hiver,winter,Winter,inverno,invierno,зима,겨울,冬天,冬
Nature & Environment,CategoryNature.png,8,weather.jpg,weather,météo,weer,Wetter,tempo atmosferico,clima,погода,날씨,天气,天気
Nature & Environment,CategoryNature.png,8,climate.jpg,climate,climat,klimaat,Klima,clima,clima,климат,기후,气候,気候
Professions,CategoryProfessions.png,8,accountant.jpg,accountant,comptable,accountant,Buchhalter,contabile,contador,бухгалтер,회계사,会计,会計士
Professions,CategoryProfessions.png,8,actress.jpg,actress,actrice,actrice,Darstellerin,attrice,actriz,актриса,여배우,演员,女優
Professions,CategoryProfessions.png,8,architect.jpg,architect,architecte,architect,Architekt,architetto,arquitecto,архитектор,건축가,建筑师,建築家
Professions,CategoryProfessions.png,8,astronaut.jpg,astronaut,astronaute,astronaut,Astronaut,astronauta,astronauta,космонавт,우주 비행사,宇航员,宇宙飛行士
Professions,CategoryProfessions.png,8,baker.jpg,baker,boulanger,bakker,Bäcker,panettiere,panadero,пекарь,빵 굽는 사람,贝克,パン屋
Professions,CategoryProfessions.png,8,banker.jpg,banker,banquier,bankier,Banker,banchiere,banquero,банкир,은행가,银行家,バンカー
Professions,CategoryProfessions.png,8,barber.jpg,barber,coiffeur,kapper,Barbier,barbiere,barbero,парикмахер,이발사,理发师,理容師
Professions,CategoryProfessions.png,8,bartender.jpg,bartender,barman,barman,Barmann,barista,barman,бармен,바텐더,调酒师,バーテンダー
Professions,CategoryProfessions.png,8,builder.jpg,builder,constructeur,bouwer,Baumeister,costruttore,constructor,строитель,건축업자,建设者,ビルダー
Professions,CategoryProfessions.png,8,butcher.jpg,butcher,Boucher,slager,Metzger,macellaio,carnicero,мясник,푸주한,屠夫,肉屋
Professions,CategoryProfessions.png,8,carpenter.jpg,carpenter,menuisier,timmerman,Tischler,falegname,carpintero,плотник,목수,木匠,大工
Professions,CategoryProfessions.png,8,cashier.jpg,cashier,caissier,Kassa,Kassierer,cassiere,cajero,касса,출납원,出纳员,キャッシャー
Professions,CategoryProfessions.png,8,chef.jpg,chef,cuisinier,chef,Küchenchef,cuoco,cocinero,повар,요리사,厨师,シェフ
Professions,CategoryProfessions.png,8,cleaner.jpg,cleaner,nettoyeur,schoner,Reiniger,più pulito,limpiador,чище,청소기,清洁工,クリーナー
Professions,CategoryProfessions.png,8,clerk.jpg,clerk,greffier,klerk,Sachbearbeiter,impiegato,oficinista,клерк,사무원,职员,店員
Professions,CategoryProfessions.png,8,dentist.jpg,dentist,dentiste,tandarts,Zahnarzt,dentista,dentista,дантист,치과 의사,牙医,歯医者
Professions,CategoryProfessions.png,8,designer.jpg,designer,designer,ontwerper,Designer,designer,diseñador,дизайнер,디자이너,设计师,デザイナー
Professions,CategoryProfessions.png,8,driver.jpg,driver,conducteur,bestuurder,Treiber,autista,conductor,водитель,운전사,司机,ドライバ
Professions,CategoryProfessions.png,8,electrician.jpg,electrician,électricien,elektricien,Elektriker,elettricista,electricista,электрик,전공,电工,電気技師
Professions,CategoryProfessions.png,8,engineer.jpg,engineer,ingénieur,ingenieur,Ingenieur,ingegnere,ingeniero,инженер,엔지니어,工程师,エンジニア
Professions,CategoryProfessions.png,8,farmer.jpg,farmer,fermier,boer,Bauer,contadino,agricultor,фермер,농장주,农民,農家
Professions,CategoryProfessions.png,8,flight_attendant.jpg,flight attendant,hôtesse de l'air,stewardess,Flugbegleiterin,assistente di volo,auxiliar de vuelo,бортпроводник,승무원,空姐,客室乗務員
Professions,CategoryProfessions.png,8,florist.jpg,florist,fleuriste,bloemist,Florist,fiorista,florista,флорист,꽃집,花店,花屋
Professions,CategoryProfessions.png,8,guard.jpg,guard,garde,bewaker,bewachen,guardia,guardia,сторожить,경비원,警卫,ガード
Professions,CategoryProfessions.png,8,hairdresser.jpg,hairdresser,coiffeur,kapper,Friseur,parrucchiere,peluquero,парикмахер,이발사,理发师,美容師
Professions,CategoryProfessions.png,8,journalist.jpg,journalist,journaliste,journalist,Journalist,giornalista,periodista,журналист,기자,记者,ジャーナリスト
Professions,CategoryProfessions.png,8,judge.jpg,judge,juge,rechter,Richter,giudice,juez,судить,판사,法官,裁判官
Professions,CategoryProfessions.png,8,lawyer.jpg,lawyer,avocat,advocaat,Rechtsanwalt,avvocato,abogado,адвокат,변호사,律师,弁護士
Professions,CategoryProfessions.png,8,librarian.jpg,librarian,bibliothécaire,bibliothecaris,Bibliothekar,bibliotecario,bibliotecario,библиотекарь,사서,图书管理员,図書館員
Professions,CategoryProfessions.png,8,mechanic.jpg,mechanic,mécanicien,monteur,Mechaniker,meccanico,mecánico,механик,정비공,机械,メカニック
Professions,CategoryProfessions.png,8,painter.jpg,painter,peintre,schilder,Maler,pittore,pintor,художник,화가,画家,画家
Professions,CategoryProfessions.png,8,pharmacist.jpg,pharmacist,pharmacien,apotheker,Apotheker,farmacista,farmacéutico,фармацевт,제약사,药剂师,薬剤師
Professions,CategoryProfessions.png,8,photographer.jpg,photographer,photographe,fotograaf,Fotograf,fotografo,fotógrafo,фотограф,사진작가,摄影师,写真家
Professions,CategoryProfessions.png,8,pilot.jpg,pilot,pilote,piloot,Pilot,pilota,piloto,пилот,조종사,飞行员,パイロット
Professions,CategoryProfessions.png,8,plumber.jpg,plumber,plombier,loodgieter,Klempner,idraulico,plomero,водопроводчик,배관공,水管工,配管工
Professions,CategoryProfessions.png,8,politician.jpg,politician,politicien,politicus,Politiker,politico,político,политик,정치가,政治家,政治家
